conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1998722083963154553,Wed Dec 10 11:50:53 +0000 2025,0,Pemerintah Kota Semarang resmi mengangkat sebanyak 2.354 pegawai pemerintah dengan perjanjian kerja paruh waktu untuk memperkuat fondasi pelayanan publik sekaligus menyelesaikan problem tenaga honorer non-ASN sesuai kebutuhan lapangan. https://t.co/n9V1BYxa0w,1998722083963154553,,,in,,0,0,0,https://x.com/undefined/status/1998722083963154553,18071520,
1998722008461488491,Wed Dec 10 11:50:35 +0000 2025,0,Sekolah aku mawu donasi baut Sumatra semoga saja semua donasinya bisa sampai dengan selamat nantinya Awas aja kalo pemerintah menghalangi niat baik orang orang,1998722008461488491,,,in,,0,0,0,https://x.com/undefined/status/1998722008461488491,1889967189647818752,
1998411456937959893,Wed Dec 10 11:50:32 +0000 2025,0,@salam4jari Ini adalah bantuan bencana versi modern: Anda harus menciptakan krisis diplomatik agar pemerintah domestik mau menyelesaikan masalah lokal.,1998721995081658415,,salam4jari,in,,0,0,0,https://x.com/undefined/status/1998721995081658415,3010574778,
1998721950383050791,Wed Dec 10 11:50:22 +0000 2025,1,Undamg2 Cilaka mmg bikin Celaka. Itu bikinann Rezim mulyono dan dpr era tsb. Pemerintah tekor krn mensubsidi pengusaha batubara dari restitusi,1998721950383050791,,,in,,0,0,0,https://x.com/undefined/status/1998721950383050791,112049860,
1998285789864849715,Wed Dec 10 11:50:13 +0000 2025,0,@BNPB_Indonesia Anjir AKUN RESMI PEMERINTAH secringe ini buat menjilat bosnya biar bagus lagi apa gimana nama baiknya ..,1998721914794316042,,BNPB_Indonesia,in,,0,0,0,https://x.com/undefined/status/1998721914794316042,1734624373263462400,
1998721901578133882,Wed Dec 10 11:50:10 +0000 2025,0,pemerintah kita kerjanya apasih? ,1998721901578133882,,,in,,0,0,0,https://x.com/undefined/status/1998721901578133882,1442379807371661320,
1998721896272245236,Wed Dec 10 11:50:09 +0000 2025,0,hmm balance lah ya antara bucinin yunong sm maki-maki pemerintah,1998721896272245236,,,in,,0,0,0,https://x.com/undefined/status/1998721896272245236,1383625790382690305,
1998721844485173541,Wed Dec 10 11:49:56 +0000 2025,0,pemerintah makin kesini makin kocak,1998721844485173541,,,in,,0,0,0,https://x.com/undefined/status/1998721844485173541,1968342493977825280,
1998721794287476929,Wed Dec 10 11:49:44 +0000 2025,0,Sejumlah media Barat memberitakan bahwa kesepakatan dagang Indonesia-AS berisiko batal. Sementara itu pihak pemerintah menyatakan negosiasi masih jalan terus. #Ekonomi #AdadiKompas https://t.co/MJYFRZtxpM,1998721794287476929,,,in,,0,0,0,https://x.com/undefined/status/1998721794287476929,255866913,
1998524632954257735,Wed Dec 10 11:49:43 +0000 2025,0,@emakjulidd Pemerintah gaada yg namanya probation??? Perusahaan aja ada probation yg gabisa kerja ya dipecat ,1998721787270660199,,emakjulidd,in,,0,0,0,https://x.com/undefined/status/1998721787270660199,1087685877797515265,
1998711877778682078,Wed Dec 10 11:49:37 +0000 2025,0,@vaginside Ah syukurlah. Takutnya di shutdown buzzer pemerintah,1998721761362457079,,vaginside,in,,0,0,0,https://x.com/undefined/status/1998721761362457079,792560632843218944,
1998721429274243216,Wed Dec 10 11:49:15 +0000 2025,0,@usrjeno Twitter Wrapped 2025 buat usrjeno! - Total post: ~50+ (banyak quote &amp; reply) - Top tema: Fandom SEVENTEEN (yoonhong &amp; shipper vibes) kritik pemerintah Indo (bencana Sumatra Prabowo) &amp; random kocak. - Post terfavorit: this dumbass. mys are so fcking dumb (5 likes!) - Mood,1998721669901283445,,usrjeno,en,,1,0,0,https://x.com/undefined/status/1998721669901283445,1720665183188922368,
1998721654059663560,Wed Dec 10 11:49:11 +0000 2025,0,bner² gapunya hati pemerintah,1998721654059663560,,,in,,0,0,0,https://x.com/undefined/status/1998721654059663560,1855821881024430081,
1998721642990916081,Wed Dec 10 11:49:08 +0000 2025,0,Pemerintah beri perhatian ekstra buat wilayah yang aksesnya paling sulit #PemerintahHadir https://t.co/Tdfo2KkwRC,1998721642990916081,https://pbs.twimg.com/media/G7zit-8bgAAabsi.jpg,,in,,0,0,0,https://x.com/undefined/status/1998721642990916081,1694189203679293440,
1998721628344299600,Wed Dec 10 11:49:05 +0000 2025,0,Yaelah dapet ceban aja bela-belain lu bikin akun baru buat jilat silit pemerintah gblk,1998721628344299600,,,in,,0,0,0,https://x.com/undefined/status/1998721628344299600,1399370919328452610,
1998721611181224209,Wed Dec 10 11:49:01 +0000 2025,0,keknya gue bakalan masuk surga jalur wni dah soalnya tiap hari didzolimin terus sama pemerintah,1998721611181224209,,,in,,0,0,0,https://x.com/undefined/status/1998721611181224209,1862065801060360192,
1998721578155270568,Wed Dec 10 11:48:53 +0000 2025,0,sebenarnya yang ngomong Indonesia gelap atau benci Pemerintah apa ada pengalaman negatif yang bikin dia benci sama Pemerintah?,1998721578155270568,,,in,,0,1,0,https://x.com/undefined/status/1998721578155270568,1329190524897558530,
1998721576821469443,Wed Dec 10 11:48:53 +0000 2025,0,SUMPAH makin pengen gw maki maki nih pemerintah anjiiinggggggg kok goblok bego banget si anjir tolol ini mah,1998721576821469443,,,in,,0,1,0,https://x.com/undefined/status/1998721576821469443,1632366812024152064,
1998572633328333224,Wed Dec 10 11:48:52 +0000 2025,0,@Terserahdeh97 Warga bantu warga itu tanda pemerintah gak becus. Harusnya malu sih,1998721574774649169,,Terserahdeh97,in,,0,0,0,https://x.com/undefined/status/1998721574774649169,1620878429884411904,
1998721569636626625,Wed Dec 10 11:48:51 +0000 2025,0,ketika dr. Vegapunk menyiarkan siarannya seluaruh dunia terguncang. apalagi pemerintah dunia.,1998721569636626625,,,in,,0,0,0,https://x.com/undefined/status/1998721569636626625,727070830325178368,
1998721558848888872,Wed Dec 10 11:48:48 +0000 2025,0,hidup udh stres malah ditambah ngeliat berita yg isinya pemerintah asbun bin tolol,1998721558848888872,,,in,,0,0,0,https://x.com/undefined/status/1998721558848888872,1338316637162807296,
1998581920977007068,Wed Dec 10 11:48:43 +0000 2025,0,@dasnheng sehari aja ga ngehujat pemerintah kayak ada yg kurang :(,1998721537986498677,,dasnheng,in,,0,0,0,https://x.com/undefined/status/1998721537986498677,1741414426622967808,
1998721530784870677,Wed Dec 10 11:48:42 +0000 2025,0,Serem banget war internal ini... Mending kita menghujat pemerintah aja gesss,1998721530784870677,,,in,,0,0,0,https://x.com/undefined/status/1998721530784870677,3273963062,
1998721528087949454,Wed Dec 10 11:48:41 +0000 2025,0,Secara umum hal seperti ini adalah lumrah untuk menghindarkan adanya aspek penipuan dan penggelapan. Namun disaat kondisi darurat harusnya pemerintah dapat memberikan Freiss Ermessen,1998721528087949454,,,in,,0,0,0,https://x.com/undefined/status/1998721528087949454,1610245837313175552,
1998618682554028422,Wed Dec 10 11:48:11 +0000 2025,0,@tempodotco Pemerintah SETAN,1998721404527898631,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1998721404527898631,1075498136485847045,
1998721367794135154,Wed Dec 10 11:48:03 +0000 2025,0,Pemerintah TOLOL!!!! mending diem aja kalian semua ga guna pemerintah haus validasi!!,1998721367794135154,,,in,,0,0,0,https://x.com/undefined/status/1998721367794135154,1620958760847179778,
1998721302610456941,Wed Dec 10 11:48:00 +0000 2025,0,Masyarakat Papua ingin damai Upaya pemerintah untuk menjaga keamanan dan kedamaian Papua merupakan hal yang patut di apresiasi #BergerakUntukPapua Dari Timur Kemajuan Menggema https://t.co/dV4ZCbaSyh,1998721354703814983,https://pbs.twimg.com/media/G7ziehha8AAAcOq.jpg,IFashya,in,,0,1,0,https://x.com/undefined/status/1998721354703814983,1619605173877477377,
1998720478635241836,Wed Dec 10 11:47:55 +0000 2025,0,keselnya pengen tak hih aja ya belum sampai ada kepikiran lebih jauh. kalian harus respon dengan baik. sebenarnya udah asa komitmen keseriusan dari pemerintah. mari tepuk tangan. tapi kedepannya bikin sistem yang lebih konsisten. https://t.co/p30JSR8tjH,1998721334936011114,,royyana1304971,in,,0,0,0,https://x.com/undefined/status/1998721334936011114,1329190524897558530,
1998721302610456941,Wed Dec 10 11:47:54 +0000 2025,0,Masyarakat Papua ingin damai Upaya pemerintah untuk menjaga keamanan dan kedamaian Papua merupakan hal yang patut di apresiasi #BergerakUntukPapua Dari Timur Kemajuan Menggema https://t.co/07AyGvxUgt,1998721329714049410,https://pbs.twimg.com/media/G7zic8cbcAAo6LS.jpg,IFashya,in,,0,1,0,https://x.com/undefined/status/1998721329714049410,1619605173877477377,
1998721302610456941,Wed Dec 10 11:47:47 +0000 2025,0,Masyarakat Papua ingin damai Upaya pemerintah untuk menjaga keamanan dan kedamaian Papua merupakan hal yang patut di apresiasi #BergerakUntukPapua Dari Timur Kemajuan Menggema https://t.co/P3jNB97Np2,1998721302610456941,https://pbs.twimg.com/media/G7zibHHaMAM567H.jpg,,in,,0,1,0,https://x.com/undefined/status/1998721302610456941,1619605173877477377,
1998286405475397802,Wed Dec 10 11:47:32 +0000 2025,0,@xoxo_titikkoma @AyaniMel Pernyataan di gambar itu berdasarkan ucapan nyata dari anggota parlemen Jepang Mizuho Umemura (partai Sanseito) pada akhir November 2025 yang menolak perluasan makam Muslim dengan alasan tradisi kremasi di Jepang. Namun ini bukan kebijakan resmi pemerintah Jepang secara,1998721239582441677,,xoxo_titikkoma,in,,0,0,0,https://x.com/undefined/status/1998721239582441677,1720665183188922368,
1998721218330112086,Wed Dec 10 11:47:27 +0000 2025,0,Di titik dimana lebih percaya Alfamart daripada pemerintah sendiri ,1998721218330112086,,,in,,0,0,0,https://x.com/undefined/status/1998721218330112086,1591651442338562048,
1998721142148968594,Wed Dec 10 11:47:09 +0000 2025,0,ini tiap hari liat pemerintah otomatis wah anjing,1998721142148968594,,,in,,0,0,0,https://x.com/undefined/status/1998721142148968594,1757450090950836225,
1998721096988897450,Wed Dec 10 11:46:58 +0000 2025,0,Cahaya baru akhirnya hadir untuk warga Fakfak. Lewat Program BPBL kelanjutan dari gerakan Merdeka dari Kegelapan pemerintah dan PLN membuka akses listrik bagi keluarga di wilayah 3T yang selama ini hidup dalam keterbatasan. https://t.co/xIQKWOvZIS,1998721096988897450,https://pbs.twimg.com/media/G7ziOgTbwAAwUvy.jpg,,in,,0,1,0,https://x.com/undefined/status/1998721096988897450,1623270367170277378,
1998589311147717021,Wed Dec 10 11:46:48 +0000 2025,0,@Iloeyman Penyegaran TL yg isinya bahlul &amp; pemerintah ,1998721055846994183,,Iloeyman,in,,0,0,0,https://x.com/undefined/status/1998721055846994183,1730525997668409344,
1998720985042714797,Wed Dec 10 11:46:31 +0000 2025,0,Sejumlah media Barat memberitakan bahwa kesepakatan dagang Indonesia-AS berisiko batal. Sementara itu pihak pemerintah menyatakan negosiasi masih jalan terus. #Ekonomi #AdadiKompas https://t.co/hGPT53wpxy,1998720985042714797,,,in,,0,0,0,https://x.com/undefined/status/1998720985042714797,771030588,
1998690234062528777,Wed Dec 10 11:46:30 +0000 2025,0,@WeatherMonitors Arus kenceng ya. Makanya pemerintah pusat harus bergerak cepat membersihkan puing2 bekas banjir bandang I =] biar kalau hujan atau badai lagi tidak banjir.,1998720979523219946,,WeatherMonitors,in,,0,0,0,https://x.com/undefined/status/1998720979523219946,1578939448523268097,
1998720936351351150,Wed Dec 10 11:46:20 +0000 2025,0,menu MBG sodaraku ini yg ngabisin 1 2T tiap hari tuh? garelooooo kabeh pemerintah https://t.co/Daz1ZAYB4X,1998720936351351150,https://pbs.twimg.com/media/G7ziGFKagAADU_x.jpg,,in,,0,0,0,https://x.com/undefined/status/1998720936351351150,1077150523441049600,
1998159803437445306,Wed Dec 10 11:45:48 +0000 2025,0,@geierelye Sebetulnya sudah ada standar bangun membangun hanya saja ya gitu lah penerapan nya Dari masyarakat nya yg tidak mengerti krn tidak diinfokan pun kalau diinfokan susah juga krn alasannya pasti budget besar Dari pemerintah nya bodo amat kan yg penting absen sampai pensiun selesai,1998720804868207026,,geierelye,in,,0,0,0,https://x.com/undefined/status/1998720804868207026,1040498318822989824,
1998290274582450623,Wed Dec 10 11:45:31 +0000 2025,0,@jhonsitorus_19 Bantu warga gak perlu freming Pemerintah tidak turun. Tolong bilang sama dia keturunan Minang tidak ado modenya tu doh.,1998720729739931956,,jhonsitorus_19,in,,0,0,0,https://x.com/undefined/status/1998720729739931956,1968935972533637120,
1998711231155417184,Wed Dec 10 11:43:27 +0000 2025,0,@drohve oh kartel ya? aku ngurusin pemerintah tolol ini,1998720213576290394,,drohve,in,,0,1,0,https://x.com/undefined/status/1998720213576290394,733845153090306052,
1998670911956738080,Wed Dec 10 11:43:26 +0000 2025,0,@2472ice Kangen bgt twiceee udh lama ga apdate gara2 pemerintah,1998720207280550396,,2472ice,in,,0,1,0,https://x.com/undefined/status/1998720207280550396,1499013863437602816,
1998663899382698076,Wed Dec 10 11:43:21 +0000 2025,1,@raihnraff @KuntoAjiW @BocorAlusPol Gitu lah cara pemerintah kontrol narasi kontennya gak di takedown tapi dibatasi biar gak nyebar. Kalo pro pemerintah buset dah fyp nya banyak banget.,1998720188410376197,,raihnraff,in,,0,0,0,https://x.com/undefined/status/1998720188410376197,250137365,
1998720179879219452,Wed Dec 10 11:43:19 +0000 2025,0,Kapolsek kebonagung beserta Anggota melaksanakan giat monitoring penerimaan bantuan sosial Cadangan Pangan Pemerintah periode Oktober dan November Kec. Kebonagung Kab. Pacitan. https://t.co/IfREqAWqBR,1998720179879219452,https://pbs.twimg.com/amplify_video_thumb/1998719961720827905/img/8-X3XDZwa9sxXRNc.jpg,,in,,0,0,0,https://x.com/undefined/status/1998720179879219452,1615130056342515712,
1998720144777122138,Wed Dec 10 11:43:11 +0000 2025,0,Kebijakan ini sekaligus menegaskan komitmen pemerintah dalam menertibkan kawasan hutan dari aktivitas tambang ilegal maupun tambang berizin yang menyimpang #kesdm #penambangan #hutan #pelanggar #denda #tambangilegal #izintambang #petrominer #kepmenesdm https://t.co/sBYtVhFZ6a https://t.co/3uukUqQ7S2,1998720144777122138,https://pbs.twimg.com/media/G7zhYChacAAMtkS.jpg,,in,,0,0,0,https://x.com/undefined/status/1998720144777122138,830820932314730496,
1998720125273518513,Wed Dec 10 11:43:06 +0000 2025,0,Papua merupakan bagian penting dari NKRI. Masyarakat Papua mendukung program pembangunan pemerintah pusat di tanah Papua #BergerakUntukPapua Dari Timur Kemajuan Menggema https://t.co/pPmP3djISv,1998720125273518513,https://pbs.twimg.com/media/G7zhXFOaMAMRMTt.jpg,,in,,0,0,0,https://x.com/undefined/status/1998720125273518513,1385799303113838596,
1998567750554497504,Wed Dec 10 11:42:30 +0000 2025,0,@DS_yantie Pemerintah anjing segala cara di lakuin biar duit nya bisa di korup ngentot ngentot,1998719974140162267,,DS_yantie,in,,0,0,0,https://x.com/undefined/status/1998719974140162267,1610683219145535489,
1998630254232170627,Wed Dec 10 11:42:06 +0000 2025,0,@narkosun Emang pemerintah anjg apa gunanya alat² berat itu njing,1998719871295828267,,narkosun,in,,0,0,0,https://x.com/undefined/status/1998719871295828267,1956655060395642880,
1998689219984900212,Wed Dec 10 11:42:00 +0000 2025,0,@shitlicious Boomer kontol kirim bantuan bikin banner segede baliho seremoni aja terus sekalian potong pita tuh bantuan pemerintah yg gak seberapa dan beras expired,1998719845404483846,,shitlicious,in,,0,0,0,https://x.com/undefined/status/1998719845404483846,1605896559983747072,
1998719765607756059,Wed Dec 10 11:41:41 +0000 2025,0,Perasaan berapa menit yang lalu aku masih nonton masalah gagapnya pemerintah,1998719765607756059,,,in,,0,0,0,https://x.com/undefined/status/1998719765607756059,4837457318,
1998719754677399716,Wed Dec 10 11:41:38 +0000 2025,0,Masyarakat Papua ingin damai Upaya pemerintah untuk menjaga keamanan dan kedamaian Papua merupakan hal yang patut di apresiasi #BergerakUntukPapua Dari Timur Kemajuan Menggema https://t.co/WGZ70smkyj,1998719754677399716,https://pbs.twimg.com/media/G7zhBmibUAAcl_k.jpg,,in,,0,0,0,https://x.com/undefined/status/1998719754677399716,1385799303113838596,
